Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VimeoQA,Chrome 94.0.4606.81,,,2021-10-13 18:47:48,2021-10-13 18:48:23,35.233s,PASSED
,,,,,,,
Test Cases/User/UserActions,Chrome 94.0.4606.81,,,2021-10-13 18:47:49,2021-10-13 18:47:56,7.451s,PASSED
"response = sendRequest(findTestObject(""User/vimeoComment""))",Chrome 94.0.4606.81,,,2021-10-13 18:47:51,2021-10-13 18:47:56,5.137s,PASSED
body = response.getResponseBodyContent(),Chrome 94.0.4606.81,,,2021-10-13 18:47:56,2021-10-13 18:47:56,0.026s,PASSED
println(body),Chrome 94.0.4606.81,,,2021-10-13 18:47:56,2021-10-13 18:47:56,0.006s,PASSED
parser = new groovy.json.JsonSlurper(),Chrome 94.0.4606.81,,,2021-10-13 18:47:56,2021-10-13 18:47:56,0.025s,PASSED
responseAfterParsing = parser.parseText(body),Chrome 94.0.4606.81,,,2021-10-13 18:47:56,2021-10-13 18:47:56,0.025s,PASSED
link = link,Chrome 94.0.4606.81,,,2021-10-13 18:47:56,2021-10-13 18:47:56,0.027s,PASSED
"values = link.split(""#"")",Chrome 94.0.4606.81,,,2021-10-13 18:47:56,2021-10-13 18:47:56,0.004s,PASSED
comment_id = values[1],Chrome 94.0.4606.81,,,2021-10-13 18:47:56,2021-10-13 18:47:56,0.013s,PASSED
println(comment_id),Chrome 94.0.4606.81,,,2021-10-13 18:47:56,2021-10-13 18:47:56,0.001s,PASSED
comment_text = text,Chrome 94.0.4606.81,,,2021-10-13 18:47:56,2021-10-13 18:47:56,0.000s,PASSED
"verifyResponseStatusCode(response, 201)",Chrome 94.0.4606.81,,,2021-10-13 18:47:56,2021-10-13 18:47:56,0.033s,PASSED
,,,,,,,
Test Cases/commentCheck/commentVerify,Chrome 94.0.4606.81,,,2021-10-13 18:47:56,2021-10-13 18:48:23,27.039s,PASSED
"openBrowser("""")",Chrome 94.0.4606.81,,,2021-10-13 18:47:58,2021-10-13 18:48:01,3.107s,PASSED
"navigateToUrl(""https://vimeo.com/"")",Chrome 94.0.4606.81,,,2021-10-13 18:48:01,2021-10-13 18:48:02,1.061s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/a_Log in""))",Chrome 94.0.4606.81,,,2021-10-13 18:48:02,2021-10-13 18:48:05,2.810s,PASSED
"setText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_email""), ""ronyland@post.bgu.ac.il"")",Chrome 94.0.4606.81,,,2021-10-13 18:48:05,2021-10-13 18:48:06,1.099s,PASSED
"setEncryptedText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_password""), ""3JtwHyzuAJdJUxaSbWvCLQ=="")",Chrome 94.0.4606.81,,,2021-10-13 18:48:06,2021-10-13 18:48:07,0.739s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_A security code has been sent to your_7a5454""))",Chrome 94.0.4606.81,,,2021-10-13 18:48:07,2021-10-13 18:48:07,0.579s,PASSED
"navigateToUrl(""https://vimeo.com/"" + video_id)",Chrome 94.0.4606.81,,,2021-10-13 18:48:07,2021-10-13 18:48:10,2.999s,PASSED
"focus(findTestObject(""check3/pageTitleCapture/div_Menu                                   _11ec99""))",Chrome 94.0.4606.81,,,2021-10-13 18:48:10,2021-10-13 18:48:12,2.274s,PASSED
"scrollToPosition(9999999, 9999999)",Chrome 94.0.4606.81,,,2021-10-13 18:48:12,2021-10-13 18:48:12,0.050s,PASSED
delay(10),Chrome 94.0.4606.81,,,2021-10-13 18:48:12,2021-10-13 18:48:23,10.095s,PASSED
"comment = getText(findTestObject(""try fix bug/Page_YONA on Vimeo/Page_SEAWOLF on Vimeo/div_Eli Cohen15 seconds agonice video"", [""comment_id"":comment_id]))",Chrome 94.0.4606.81,,,2021-10-13 18:48:23,2021-10-13 18:48:23,0.624s,PASSED
println(comment),Chrome 94.0.4606.81,,,2021-10-13 18:48:23,2021-10-13 18:48:23,0.001s,PASSED
