Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VimeoQA,Chrome 94.0.4606.81,,,2021-10-13 19:33:17,2021-10-13 19:33:52,35.518s,PASSED
,,,,,,,
Test Cases/User/UserActions,Chrome 94.0.4606.81,,,2021-10-13 19:33:17,2021-10-13 19:33:25,7.341s,PASSED
"response = sendRequest(findTestObject(""User/vimeoComment""))",Chrome 94.0.4606.81,,,2021-10-13 19:33:20,2021-10-13 19:33:25,5.107s,PASSED
body = response.getResponseBodyContent(),Chrome 94.0.4606.81,,,2021-10-13 19:33:25,2021-10-13 19:33:25,0.027s,PASSED
println(body),Chrome 94.0.4606.81,,,2021-10-13 19:33:25,2021-10-13 19:33:25,0.006s,PASSED
parser = new groovy.json.JsonSlurper(),Chrome 94.0.4606.81,,,2021-10-13 19:33:25,2021-10-13 19:33:25,0.026s,PASSED
responseAfterParsing = parser.parseText(body),Chrome 94.0.4606.81,,,2021-10-13 19:33:25,2021-10-13 19:33:25,0.024s,PASSED
link = link,Chrome 94.0.4606.81,,,2021-10-13 19:33:25,2021-10-13 19:33:25,0.026s,PASSED
"values = link.split(""#"")",Chrome 94.0.4606.81,,,2021-10-13 19:33:25,2021-10-13 19:33:25,0.004s,PASSED
comment_id = values[1],Chrome 94.0.4606.81,,,2021-10-13 19:33:25,2021-10-13 19:33:25,0.009s,PASSED
println(comment_id),Chrome 94.0.4606.81,,,2021-10-13 19:33:25,2021-10-13 19:33:25,0.001s,PASSED
comment_text = text,Chrome 94.0.4606.81,,,2021-10-13 19:33:25,2021-10-13 19:33:25,0.001s,PASSED
"verifyResponseStatusCode(response, 201)",Chrome 94.0.4606.81,,,2021-10-13 19:33:25,2021-10-13 19:33:25,0.033s,PASSED
,,,,,,,
Test Cases/commentCheck/commentVerify,Chrome 94.0.4606.81,,,2021-10-13 19:33:25,2021-10-13 19:33:52,27.454s,PASSED
"openBrowser("""")",Chrome 94.0.4606.81,,,2021-10-13 19:33:26,2021-10-13 19:33:29,2.984s,PASSED
"navigateToUrl(""https://vimeo.com/"")",Chrome 94.0.4606.81,,,2021-10-13 19:33:29,2021-10-13 19:33:30,1.112s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/a_Log in""))",Chrome 94.0.4606.81,,,2021-10-13 19:33:30,2021-10-13 19:33:31,0.903s,PASSED
"setText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_email""), ""ronyland@post.bgu.ac.il"")",Chrome 94.0.4606.81,,,2021-10-13 19:33:31,2021-10-13 19:33:33,2.196s,PASSED
"setEncryptedText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_password""), ""3JtwHyzuAJdJUxaSbWvCLQ=="")",Chrome 94.0.4606.81,,,2021-10-13 19:33:33,2021-10-13 19:33:34,0.683s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_A security code has been sent to your_7a5454""))",Chrome 94.0.4606.81,,,2021-10-13 19:33:34,2021-10-13 19:33:35,0.585s,PASSED
delay(5),Chrome 94.0.4606.81,,,2021-10-13 19:33:35,2021-10-13 19:33:40,5.073s,PASSED
"navigateToUrl(""https://vimeo.com/"" + video_id)",Chrome 94.0.4606.81,,,2021-10-13 19:33:40,2021-10-13 19:33:44,3.708s,PASSED
"focus(findTestObject(""check3/pageTitleCapture/div_Menu                                   _11ec99""))",Chrome 94.0.4606.81,,,2021-10-13 19:33:44,2021-10-13 19:33:51,7.538s,PASSED
"comment = getText(findTestObject(""dynamicComment"", [""comment_id"":comment_id]))",Chrome 94.0.4606.81,,,2021-10-13 19:33:51,2021-10-13 19:33:52,1.171s,PASSED
println(comment),Chrome 94.0.4606.81,,,2021-10-13 19:33:52,2021-10-13 19:33:52,0.000s,PASSED
"comment_text = comment.split(""
"")[1]",Chrome 94.0.4606.81,,,2021-10-13 19:33:52,2021-10-13 19:33:52,0.001s,PASSED
println(comment_text),Chrome 94.0.4606.81,,,2021-10-13 19:33:52,2021-10-13 19:33:52,0.003s,PASSED
"verifyMatch(comment_text, comment_text, false)",Chrome 94.0.4606.81,,,2021-10-13 19:33:52,2021-10-13 19:33:52,0.033s,PASSED
