Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VimeoQA,Chrome 94.0.4606.81,,,2021-10-13 17:44:48,2021-10-13 17:45:57,1m - 9.034s,FAILED
,,,,,,,
Test Cases/User/UserActions,Chrome 94.0.4606.81,,,2021-10-13 17:44:49,2021-10-13 17:44:56,7.137s,PASSED
"response = sendRequest(findTestObject(""User/vimeoComment""))",Chrome 94.0.4606.81,,,2021-10-13 17:44:51,2021-10-13 17:44:56,4.954s,PASSED
body = response.getResponseBodyContent(),Chrome 94.0.4606.81,,,2021-10-13 17:44:56,2021-10-13 17:44:56,0.026s,PASSED
println(body),Chrome 94.0.4606.81,,,2021-10-13 17:44:56,2021-10-13 17:44:56,0.006s,PASSED
parser = new groovy.json.JsonSlurper(),Chrome 94.0.4606.81,,,2021-10-13 17:44:56,2021-10-13 17:44:56,0.024s,PASSED
responseAfterParsing = parser.parseText(body),Chrome 94.0.4606.81,,,2021-10-13 17:44:56,2021-10-13 17:44:56,0.024s,PASSED
link = link,Chrome 94.0.4606.81,,,2021-10-13 17:44:56,2021-10-13 17:44:56,0.027s,PASSED
"values = link.split(""#"")",Chrome 94.0.4606.81,,,2021-10-13 17:44:56,2021-10-13 17:44:56,0.005s,PASSED
comment_id = values[1],Chrome 94.0.4606.81,,,2021-10-13 17:44:56,2021-10-13 17:44:56,0.009s,PASSED
println(comment_id),Chrome 94.0.4606.81,,,2021-10-13 17:44:56,2021-10-13 17:44:56,0.001s,PASSED
comment_text = text,Chrome 94.0.4606.81,,,2021-10-13 17:44:56,2021-10-13 17:44:56,0.001s,PASSED
"verifyResponseStatusCode(response, 201)",Chrome 94.0.4606.81,,,2021-10-13 17:44:56,2021-10-13 17:44:56,0.034s,PASSED
,,,,,,,
Test Cases/commentCheck/commentVerify,Chrome 94.0.4606.81,,,2021-10-13 17:44:56,2021-10-13 17:45:57,1m - 1.184s,FAILED
"openBrowser("""")",Chrome 94.0.4606.81,,,2021-10-13 17:44:57,2021-10-13 17:45:00,3.006s,PASSED
"navigateToUrl(""https://vimeo.com/"")",Chrome 94.0.4606.81,,,2021-10-13 17:45:00,2021-10-13 17:45:01,1.007s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/a_Log in""))",Chrome 94.0.4606.81,,,2021-10-13 17:45:01,2021-10-13 17:45:02,1.051s,PASSED
"setText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_email""), ""ronyland@post.bgu.ac.il"")",Chrome 94.0.4606.81,,,2021-10-13 17:45:02,2021-10-13 17:45:05,2.334s,PASSED
"setEncryptedText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_password""), ""3JtwHyzuAJdJUxaSbWvCLQ=="")",Chrome 94.0.4606.81,,,2021-10-13 17:45:05,2021-10-13 17:45:05,0.698s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_A security code has been sent to your_7a5454""))",Chrome 94.0.4606.81,,,2021-10-13 17:45:05,2021-10-13 17:45:06,0.627s,PASSED
"navigateToUrl(""https://vimeo.com/"" + video_id)",Chrome 94.0.4606.81,,,2021-10-13 17:45:06,2021-10-13 17:45:09,3.407s,PASSED
"focus(findTestObject(""check3/pageTitleCapture/div_Menu                                   _11ec99""))",Chrome 94.0.4606.81,,,2021-10-13 17:45:09,2021-10-13 17:45:11,1.177s,PASSED
"scrollToPosition(9999999, 9999999)",Chrome 94.0.4606.81,,,2021-10-13 17:45:11,2021-10-13 17:45:11,0.049s,PASSED
delay(10),Chrome 94.0.4606.81,,,2021-10-13 17:45:11,2021-10-13 17:45:21,10.092s,PASSED
"comment = getText(findTestObject(""dynamicComment"", [""comment_id"":comment_id]))",Chrome 94.0.4606.81,,,2021-10-13 17:45:21,2021-10-13 17:45:56,34.825s,FAILED
