Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VimeoQA,Firefox 93.0,,,2021-10-13 21:54:06,2021-10-13 21:55:03,56.114s,PASSED
,,,,,,,
Test Cases/User/UserActions,Firefox 93.0,,,2021-10-13 21:54:07,2021-10-13 21:54:14,6.984s,PASSED
"response = sendRequest(findTestObject(""UserAPI/vimeoComment""))",Firefox 93.0,,,2021-10-13 21:54:09,2021-10-13 21:54:14,4.875s,PASSED
"verifyResponseStatusCode(response, 201)",Firefox 93.0,,,2021-10-13 21:54:14,2021-10-13 21:54:14,0.033s,PASSED
body = response.getResponseBodyContent(),Firefox 93.0,,,2021-10-13 21:54:14,2021-10-13 21:54:14,0.026s,PASSED
println(body),Firefox 93.0,,,2021-10-13 21:54:14,2021-10-13 21:54:14,0.005s,PASSED
parser = new groovy.json.JsonSlurper(),Firefox 93.0,,,2021-10-13 21:54:14,2021-10-13 21:54:14,0.026s,PASSED
responseAfterParsing = parser.parseText(body),Firefox 93.0,,,2021-10-13 21:54:14,2021-10-13 21:54:14,0.024s,PASSED
link = link,Firefox 93.0,,,2021-10-13 21:54:14,2021-10-13 21:54:14,0.026s,PASSED
"values = link.split(""#"")",Firefox 93.0,,,2021-10-13 21:54:14,2021-10-13 21:54:14,0.004s,PASSED
comment_id = values[1],Firefox 93.0,,,2021-10-13 21:54:14,2021-10-13 21:54:14,0.009s,PASSED
comment_text = text,Firefox 93.0,,,2021-10-13 21:54:14,2021-10-13 21:54:14,0.001s,PASSED
,,,,,,,
Test Cases/commentCheck/commentVerify,Firefox 93.0,,,2021-10-13 21:54:14,2021-10-13 21:54:51,36.911s,PASSED
"openBrowser("""")",Firefox 93.0,,,2021-10-13 21:54:16,2021-10-13 21:54:22,6.401s,PASSED
"navigateToUrl(""https://vimeo.com/"")",Firefox 93.0,,,2021-10-13 21:54:22,2021-10-13 21:54:23,1.511s,PASSED
"verifyElementPresent(findTestObject(""Random Captures/Page_Vimeo  The worlds only all-in-one video solution/h1_Unlock thepower of video""), 2)",Firefox 93.0,,,2021-10-13 21:54:23,2021-10-13 21:54:24,0.582s,PASSED
"click(findTestObject(""Object Repository/log in objects/Page_Vimeo  The worlds only all-in-one vide_2822c6/a_Log in""))",Firefox 93.0,,,2021-10-13 21:54:24,2021-10-13 21:54:25,1.298s,PASSED
"verifyElementPresent(findTestObject(""Random Captures/Page_Vimeo  The worlds only all-in-one video solution/span_Log in to Vimeo""), 2)",Firefox 93.0,,,2021-10-13 21:54:25,2021-10-13 21:54:27,1.895s,PASSED
"setText(findTestObject(""Object Repository/log in objects/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_email""), ""ronyland@post.bgu.ac.il"")",Firefox 93.0,,,2021-10-13 21:54:27,2021-10-13 21:54:29,1.514s,PASSED
"setEncryptedText(findTestObject(""Object Repository/log in objects/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_password""), ""3JtwHyzuAJdJUxaSbWvCLQ=="")",Firefox 93.0,,,2021-10-13 21:54:29,2021-10-13 21:54:29,0.585s,PASSED
"click(findTestObject(""Object Repository/log in objects/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_A security code has been sent to your_7a5454""))",Firefox 93.0,,,2021-10-13 21:54:29,2021-10-13 21:54:30,0.734s,PASSED
"verifyElementPresent(findTestObject(""Random Captures/Page_Videos on Vimeo/div_Eli Cohen""), 2)",Firefox 93.0,,,2021-10-13 21:54:30,2021-10-13 21:54:38,8.432s,PASSED
delay(5),Firefox 93.0,,,2021-10-13 21:54:38,2021-10-13 21:54:44,5.077s,PASSED
"navigateToUrl(""https://vimeo.com/"" + video_id)",Firefox 93.0,,,2021-10-13 21:54:44,2021-10-13 21:54:47,3.147s,PASSED
"verifyElementPresent(findTestObject(""Random Captures/Page_Chuj Boys of Summer on Vimeo/div_Open in app_vp-nudge-shade vp-nudge-shade-left vp-nudge-shade-invisible"", [""video_id"":video_id]), 2)",Firefox 93.0,,,2021-10-13 21:54:47,2021-10-13 21:54:48,1.343s,PASSED
"focus(findTestObject(""pageTitleObject/pageTitleCapture/div_Menu                                   _11ec99""))",Firefox 93.0,,,2021-10-13 21:54:48,2021-10-13 21:54:49,1.256s,PASSED
"verifyElementPresent(findTestObject(""Random Captures/Page_Chuj Boys of Summer on Vimeo/span_Add a new comment""), 2)",Firefox 93.0,,,2021-10-13 21:54:49,2021-10-13 21:54:50,1.072s,PASSED
"comment = getText(findTestObject(""dynamicComment"", [""comment_id"":comment_id]))",Firefox 93.0,,,2021-10-13 21:54:50,2021-10-13 21:54:51,0.646s,PASSED
"comment_text = comment.split(""
"")[1]",Firefox 93.0,,,2021-10-13 21:54:51,2021-10-13 21:54:51,0.000s,PASSED
println(comment_text),Firefox 93.0,,,2021-10-13 21:54:51,2021-10-13 21:54:51,0.003s,PASSED
"verifyMatch(comment_text, comment_text, false)",Firefox 93.0,,,2021-10-13 21:54:51,2021-10-13 21:54:51,0.030s,PASSED
,,,,,,,
Test Cases/LikesViews/LikeViews,Firefox 93.0,,,2021-10-13 21:54:51,2021-10-13 21:55:03,11.473s,PASSED
"navigateToUrl(""https://vimeo.com/"" + video_id2)",Firefox 93.0,,,2021-10-13 21:54:52,2021-10-13 21:54:56,3.223s,PASSED
"verifyElementPresent(findTestObject(""Random Captures/Page_Chuj Boys of Summer on Vimeo/div_Open in app_vp-nudge-shade vp-nudge-shade-left vp-nudge-shade-invisible"", [""video_id"":video_id2]), 2)",Firefox 93.0,,,2021-10-13 21:54:56,2021-10-13 21:54:56,0.631s,PASSED
"focus(findTestObject(""pageTitleObject/pageTitleCapture/div_Menu                                   _11ec99""))",Firefox 93.0,,,2021-10-13 21:54:56,2021-10-13 21:54:57,0.636s,PASSED
"verifyElementPresent(findTestObject(""Random Captures/Page_Chuj Boys of Summer on Vimeo/span_Add a new comment""), 2)",Firefox 93.0,,,2021-10-13 21:54:57,2021-10-13 21:54:57,0.455s,PASSED
"likes = getText(findTestObject(""Object Repository/objectLikesViews/Page_YONA on Vimeo/span_3,530""))",Firefox 93.0,,,2021-10-13 21:54:57,2021-10-13 21:54:58,0.483s,PASSED
"views = getText(findTestObject(""Object Repository/objectLikesViews/Page_YONA on Vimeo/span_202K""))",Firefox 93.0,,,2021-10-13 21:54:58,2021-10-13 21:54:58,0.468s,PASSED
likes_number = likes,Firefox 93.0,,,2021-10-13 21:54:58,2021-10-13 21:54:58,0.001s,PASSED
views_num = views,Firefox 93.0,,,2021-10-13 21:54:58,2021-10-13 21:54:58,0.001s,PASSED
"verifyTextPresent(likes_number, false)",Firefox 93.0,,,2021-10-13 21:54:58,2021-10-13 21:55:00,1.540s,PASSED
"verifyTextPresent(views_num, false)",Firefox 93.0,,,2021-10-13 21:55:00,2021-10-13 21:55:01,1.395s,PASSED
println(likes_number),Firefox 93.0,,,2021-10-13 21:55:01,2021-10-13 21:55:01,0.000s,PASSED
println(views_num),Firefox 93.0,,,2021-10-13 21:55:01,2021-10-13 21:55:01,0.001s,PASSED
closeBrowser(),Firefox 93.0,,,2021-10-13 21:55:01,2021-10-13 21:55:03,1.388s,PASSED
