Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VimeoQA,Chrome 94.0.4606.81,,,2021-10-13 14:59:29,2021-10-13 15:00:22,52.209s,FAILED
,,,,,,,
Test Cases/User/UserActions,Chrome 94.0.4606.81,,,2021-10-13 14:59:30,2021-10-13 14:59:37,7.257s,PASSED
"response = sendRequest(findTestObject(""User/vimeoComment""))",Chrome 94.0.4606.81,,,2021-10-13 14:59:32,2021-10-13 14:59:37,4.975s,PASSED
body = response.getResponseBodyContent(),Chrome 94.0.4606.81,,,2021-10-13 14:59:37,2021-10-13 14:59:37,0.026s,PASSED
println(body),Chrome 94.0.4606.81,,,2021-10-13 14:59:37,2021-10-13 14:59:37,0.007s,PASSED
parser = new groovy.json.JsonSlurper(),Chrome 94.0.4606.81,,,2021-10-13 14:59:37,2021-10-13 14:59:37,0.025s,PASSED
responseAfterParsing = parser.parseText(body),Chrome 94.0.4606.81,,,2021-10-13 14:59:37,2021-10-13 14:59:37,0.027s,PASSED
link = link,Chrome 94.0.4606.81,,,2021-10-13 14:59:37,2021-10-13 14:59:37,0.026s,PASSED
"values = link.split(""#"")",Chrome 94.0.4606.81,,,2021-10-13 14:59:37,2021-10-13 14:59:37,0.004s,PASSED
comment_id = values[1],Chrome 94.0.4606.81,,,2021-10-13 14:59:37,2021-10-13 14:59:37,0.009s,PASSED
println(comment_id),Chrome 94.0.4606.81,,,2021-10-13 14:59:37,2021-10-13 14:59:37,0.001s,PASSED
comment_text = text,Chrome 94.0.4606.81,,,2021-10-13 14:59:37,2021-10-13 14:59:37,0.001s,PASSED
"verifyResponseStatusCode(response, 201)",Chrome 94.0.4606.81,,,2021-10-13 14:59:37,2021-10-13 14:59:37,0.033s,PASSED
,,,,,,,
Test Cases/commentCheck/commentVerify,Chrome 94.0.4606.81,,,2021-10-13 14:59:37,2021-10-13 15:00:22,44.211s,FAILED
"openBrowser("""")",Chrome 94.0.4606.81,,,2021-10-13 14:59:39,2021-10-13 14:59:42,3.001s,PASSED
"navigateToUrl(""https://vimeo.com/"")",Chrome 94.0.4606.81,,,2021-10-13 14:59:42,2021-10-13 14:59:43,0.990s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/a_Log in""))",Chrome 94.0.4606.81,,,2021-10-13 14:59:43,2021-10-13 14:59:43,0.002s,NOT_RUN
"setText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_email""), ""ronyland@post.bgu.ac.il"")",Chrome 94.0.4606.81,,,2021-10-13 14:59:43,2021-10-13 14:59:43,0.002s,NOT_RUN
"setEncryptedText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_password""), ""3JtwHyzuAJdJUxaSbWvCLQ=="")",Chrome 94.0.4606.81,,,2021-10-13 14:59:43,2021-10-13 14:59:43,0.002s,NOT_RUN
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_A security code has been sent to your_7a5454""))",Chrome 94.0.4606.81,,,2021-10-13 14:59:43,2021-10-13 14:59:43,0.001s,NOT_RUN
"navigateToUrl(""https://vimeo.com/"" + video_id)",Chrome 94.0.4606.81,,,2021-10-13 14:59:43,2021-10-13 14:59:47,3.732s,PASSED
"scrollToPosition(9999999, 9999999)",Chrome 94.0.4606.81,,,2021-10-13 14:59:47,2021-10-13 14:59:47,0.001s,NOT_RUN
"focus(findTestObject(""check3/Page_Soccer Moves - Soccer Kicking - Soccer_d22ea9/div_Menu                                   _11ec99""))",Chrome 94.0.4606.81,,,2021-10-13 14:59:47,2021-10-13 14:59:48,0.924s,PASSED
"comment = getText(findTestObject(""dynamicComment"", [""comment_id"":comment_id]))",Chrome 94.0.4606.81,,,2021-10-13 14:59:48,2021-10-13 15:00:22,33.944s,FAILED
