Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VimeoQA,Chrome 94.0.4606.81,,,2021-10-13 18:04:36,2021-10-13 18:05:47,1m - 10.636s,FAILED
,,,,,,,
Test Cases/User/UserActions,Chrome 94.0.4606.81,,,2021-10-13 18:04:37,2021-10-13 18:04:44,7.311s,PASSED
"response = sendRequest(findTestObject(""User/vimeoComment""))",Chrome 94.0.4606.81,,,2021-10-13 18:04:39,2021-10-13 18:04:44,5.080s,PASSED
body = response.getResponseBodyContent(),Chrome 94.0.4606.81,,,2021-10-13 18:04:44,2021-10-13 18:04:44,0.026s,PASSED
println(body),Chrome 94.0.4606.81,,,2021-10-13 18:04:44,2021-10-13 18:04:44,0.006s,PASSED
parser = new groovy.json.JsonSlurper(),Chrome 94.0.4606.81,,,2021-10-13 18:04:44,2021-10-13 18:04:44,0.025s,PASSED
responseAfterParsing = parser.parseText(body),Chrome 94.0.4606.81,,,2021-10-13 18:04:44,2021-10-13 18:04:44,0.025s,PASSED
link = link,Chrome 94.0.4606.81,,,2021-10-13 18:04:44,2021-10-13 18:04:44,0.027s,PASSED
"values = link.split(""#"")",Chrome 94.0.4606.81,,,2021-10-13 18:04:44,2021-10-13 18:04:44,0.004s,PASSED
comment_id = values[1],Chrome 94.0.4606.81,,,2021-10-13 18:04:44,2021-10-13 18:04:44,0.010s,PASSED
println(comment_id),Chrome 94.0.4606.81,,,2021-10-13 18:04:44,2021-10-13 18:04:44,0.001s,PASSED
comment_text = text,Chrome 94.0.4606.81,,,2021-10-13 18:04:44,2021-10-13 18:04:44,0.000s,PASSED
"verifyResponseStatusCode(response, 201)",Chrome 94.0.4606.81,,,2021-10-13 18:04:44,2021-10-13 18:04:44,0.041s,PASSED
,,,,,,,
Test Cases/commentCheck/commentVerify,Chrome 94.0.4606.81,,,2021-10-13 18:04:44,2021-10-13 18:05:47,1m - 2.591s,FAILED
"openBrowser("""")",Chrome 94.0.4606.81,,,2021-10-13 18:04:46,2021-10-13 18:04:49,3.105s,PASSED
"navigateToUrl(""https://vimeo.com/"")",Chrome 94.0.4606.81,,,2021-10-13 18:04:49,2021-10-13 18:04:50,1.108s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/a_Log in""))",Chrome 94.0.4606.81,,,2021-10-13 18:04:50,2021-10-13 18:04:51,0.998s,PASSED
"setText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_email""), ""ronyland@post.bgu.ac.il"")",Chrome 94.0.4606.81,,,2021-10-13 18:04:51,2021-10-13 18:04:54,2.430s,PASSED
"setEncryptedText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_password""), ""3JtwHyzuAJdJUxaSbWvCLQ=="")",Chrome 94.0.4606.81,,,2021-10-13 18:04:54,2021-10-13 18:04:54,0.670s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_A security code has been sent to your_7a5454""))",Chrome 94.0.4606.81,,,2021-10-13 18:04:54,2021-10-13 18:04:55,0.557s,PASSED
"navigateToUrl(""https://vimeo.com/"" + video_id)",Chrome 94.0.4606.81,,,2021-10-13 18:04:55,2021-10-13 18:04:58,3.022s,PASSED
"focus(findTestObject(""check3/pageTitleCapture/div_Menu                                   _11ec99""))",Chrome 94.0.4606.81,,,2021-10-13 18:04:58,2021-10-13 18:05:01,2.920s,PASSED
"scrollToPosition(9999999, 9999999)",Chrome 94.0.4606.81,,,2021-10-13 18:05:01,2021-10-13 18:05:01,0.048s,PASSED
delay(10),Chrome 94.0.4606.81,,,2021-10-13 18:05:01,2021-10-13 18:05:11,10.107s,PASSED
"comment = getText(findTestObject(""dynamicComment"", [""comment_id"":comment_id]))",Chrome 94.0.4606.81,,,2021-10-13 18:05:11,2021-10-13 18:05:46,34.665s,FAILED
