Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VimeoQA,Chrome 94.0.4606.81,,,2021-10-13 15:18:30,2021-10-13 15:18:50,19.840s,PASSED
,,,,,,,
Test Cases/User/UserActions,Chrome 94.0.4606.81,,,2021-10-13 15:18:31,2021-10-13 15:18:38,7.273s,PASSED
"response = sendRequest(findTestObject(""User/vimeoComment""))",Chrome 94.0.4606.81,,,2021-10-13 15:18:33,2021-10-13 15:18:38,5.058s,PASSED
body = response.getResponseBodyContent(),Chrome 94.0.4606.81,,,2021-10-13 15:18:38,2021-10-13 15:18:38,0.027s,PASSED
println(body),Chrome 94.0.4606.81,,,2021-10-13 15:18:38,2021-10-13 15:18:38,0.006s,PASSED
parser = new groovy.json.JsonSlurper(),Chrome 94.0.4606.81,,,2021-10-13 15:18:38,2021-10-13 15:18:38,0.025s,PASSED
responseAfterParsing = parser.parseText(body),Chrome 94.0.4606.81,,,2021-10-13 15:18:38,2021-10-13 15:18:38,0.025s,PASSED
link = link,Chrome 94.0.4606.81,,,2021-10-13 15:18:38,2021-10-13 15:18:38,0.026s,PASSED
"values = link.split(""#"")",Chrome 94.0.4606.81,,,2021-10-13 15:18:38,2021-10-13 15:18:38,0.004s,PASSED
comment_id = values[1],Chrome 94.0.4606.81,,,2021-10-13 15:18:38,2021-10-13 15:18:38,0.009s,PASSED
println(comment_id),Chrome 94.0.4606.81,,,2021-10-13 15:18:38,2021-10-13 15:18:38,0.001s,PASSED
comment_text = text,Chrome 94.0.4606.81,,,2021-10-13 15:18:38,2021-10-13 15:18:38,0.000s,PASSED
"verifyResponseStatusCode(response, 201)",Chrome 94.0.4606.81,,,2021-10-13 15:18:38,2021-10-13 15:18:38,0.033s,PASSED
,,,,,,,
Test Cases/commentCheck/commentVerify,Chrome 94.0.4606.81,,,2021-10-13 15:18:38,2021-10-13 15:18:50,11.810s,PASSED
"openBrowser("""")",Chrome 94.0.4606.81,,,2021-10-13 15:18:40,2021-10-13 15:18:43,2.973s,PASSED
"navigateToUrl(""https://vimeo.com/"")",Chrome 94.0.4606.81,,,2021-10-13 15:18:43,2021-10-13 15:18:44,0.972s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/a_Log in""))",Chrome 94.0.4606.81,,,2021-10-13 15:18:44,2021-10-13 15:18:44,0.002s,NOT_RUN
"setText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_email""), ""ronyland@post.bgu.ac.il"")",Chrome 94.0.4606.81,,,2021-10-13 15:18:44,2021-10-13 15:18:44,0.001s,NOT_RUN
"setEncryptedText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_password""), ""3JtwHyzuAJdJUxaSbWvCLQ=="")",Chrome 94.0.4606.81,,,2021-10-13 15:18:44,2021-10-13 15:18:44,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_A security code has been sent to your_7a5454""))",Chrome 94.0.4606.81,,,2021-10-13 15:18:44,2021-10-13 15:18:44,0.001s,NOT_RUN
"navigateToUrl(""https://vimeo.com/"" + video_id)",Chrome 94.0.4606.81,,,2021-10-13 15:18:44,2021-10-13 15:18:47,3.271s,PASSED
"scrollToPosition(9999999, 9999999)",Chrome 94.0.4606.81,,,2021-10-13 15:18:47,2021-10-13 15:18:47,0.001s,NOT_RUN
"focus(findTestObject(""check3/Page_Soccer Moves - Soccer Kicking - Soccer_d22ea9/div_Menu                                   _11ec99""))",Chrome 94.0.4606.81,,,2021-10-13 15:18:47,2021-10-13 15:18:48,0.919s,PASSED
"comment = getText(findTestObject(""dynamicComment"", [""comment_id"":comment_id]))",Chrome 94.0.4606.81,,,2021-10-13 15:18:48,2021-10-13 15:18:49,0.932s,PASSED
"section_comments2 = getText(findTestObject(""catching1/Page_Explore on Vimeo/section_2 Comments 6 years agoReplyEli Cohen2 hours agonice videoReplyAdd a new comment""))",Chrome 94.0.4606.81,,,2021-10-13 15:18:49,2021-10-13 15:18:49,0.514s,PASSED
"comment_text = comment.split(""
"")[1]",Chrome 94.0.4606.81,,,2021-10-13 15:18:49,2021-10-13 15:18:49,0.000s,PASSED
println(comment_text),Chrome 94.0.4606.81,,,2021-10-13 15:18:49,2021-10-13 15:18:49,0.004s,PASSED
"verifyMatch(comment_text, comment_text, false)",Chrome 94.0.4606.81,,,2021-10-13 15:18:49,2021-10-13 15:18:49,0.073s,PASSED
closeBrowser(),Chrome 94.0.4606.81,,,2021-10-13 15:18:49,2021-10-13 15:18:50,0.702s,PASSED
