Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VimeoQA,Chrome 94.0.4606.81,,,2021-10-13 16:36:52,2021-10-13 16:37:27,35.042s,PASSED
,,,,,,,
Test Cases/User/UserActions,Chrome 94.0.4606.81,,,2021-10-13 16:36:53,2021-10-13 16:37:00,7.476s,PASSED
"response = sendRequest(findTestObject(""User/vimeoComment""))",Chrome 94.0.4606.81,,,2021-10-13 16:36:55,2021-10-13 16:37:00,5.278s,PASSED
body = response.getResponseBodyContent(),Chrome 94.0.4606.81,,,2021-10-13 16:37:00,2021-10-13 16:37:00,0.026s,PASSED
println(body),Chrome 94.0.4606.81,,,2021-10-13 16:37:00,2021-10-13 16:37:00,0.006s,PASSED
parser = new groovy.json.JsonSlurper(),Chrome 94.0.4606.81,,,2021-10-13 16:37:00,2021-10-13 16:37:00,0.025s,PASSED
responseAfterParsing = parser.parseText(body),Chrome 94.0.4606.81,,,2021-10-13 16:37:00,2021-10-13 16:37:00,0.024s,PASSED
link = link,Chrome 94.0.4606.81,,,2021-10-13 16:37:00,2021-10-13 16:37:00,0.027s,PASSED
"values = link.split(""#"")",Chrome 94.0.4606.81,,,2021-10-13 16:37:00,2021-10-13 16:37:00,0.004s,PASSED
comment_id = values[1],Chrome 94.0.4606.81,,,2021-10-13 16:37:00,2021-10-13 16:37:00,0.009s,PASSED
println(comment_id),Chrome 94.0.4606.81,,,2021-10-13 16:37:00,2021-10-13 16:37:00,0.001s,PASSED
comment_text = text,Chrome 94.0.4606.81,,,2021-10-13 16:37:00,2021-10-13 16:37:00,0.001s,PASSED
"verifyResponseStatusCode(response, 201)",Chrome 94.0.4606.81,,,2021-10-13 16:37:00,2021-10-13 16:37:00,0.033s,PASSED
,,,,,,,
Test Cases/commentCheck/commentVerify,Chrome 94.0.4606.81,,,2021-10-13 16:37:00,2021-10-13 16:37:17,16.687s,PASSED
"openBrowser("""")",Chrome 94.0.4606.81,,,2021-10-13 16:37:02,2021-10-13 16:37:05,3.092s,PASSED
"navigateToUrl(""https://vimeo.com/"")",Chrome 94.0.4606.81,,,2021-10-13 16:37:05,2021-10-13 16:37:06,1.005s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/a_Log in""))",Chrome 94.0.4606.81,,,2021-10-13 16:37:06,2021-10-13 16:37:09,2.489s,PASSED
