Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VimeoQA,,,,2021-10-13 19:20:31,2021-10-13 19:20:40,9.844s,ERROR
,,,,,,,
Test Cases/User/UserActions,,,,2021-10-13 19:20:31,2021-10-13 19:20:39,7.576s,PASSED
"response = sendRequest(findTestObject(""User/vimeoComment""))",,,,2021-10-13 19:20:34,2021-10-13 19:20:39,5.174s,PASSED
body = response.getResponseBodyContent(),,,,2021-10-13 19:20:39,2021-10-13 19:20:39,0.032s,PASSED
println(body),,,,2021-10-13 19:20:39,2021-10-13 19:20:39,0.006s,PASSED
parser = new groovy.json.JsonSlurper(),,,,2021-10-13 19:20:39,2021-10-13 19:20:39,0.024s,PASSED
responseAfterParsing = parser.parseText(body),,,,2021-10-13 19:20:39,2021-10-13 19:20:39,0.025s,PASSED
link = link,,,,2021-10-13 19:20:39,2021-10-13 19:20:39,0.028s,PASSED
"values = link.split(""#"")",,,,2021-10-13 19:20:39,2021-10-13 19:20:39,0.004s,PASSED
comment_id = values[1],,,,2021-10-13 19:20:39,2021-10-13 19:20:39,0.009s,PASSED
println(comment_id),,,,2021-10-13 19:20:39,2021-10-13 19:20:39,0.001s,PASSED
comment_text = text,,,,2021-10-13 19:20:39,2021-10-13 19:20:39,0.001s,PASSED
"verifyResponseStatusCode(response, 201)",,,,2021-10-13 19:20:39,2021-10-13 19:20:39,0.035s,PASSED
,,,,,,,
Test Cases/commentCheck/commentVerify,,,,2021-10-13 19:20:39,2021-10-13 19:20:40,1.512s,ERROR
