Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VimeoQA,Chrome 94.0.4606.81,,,2021-10-13 20:33:45,2021-10-13 20:34:07,22.176s,FAILED
,,,,,,,
Test Cases/User/UserActions,Chrome 94.0.4606.81,,,2021-10-13 20:33:46,2021-10-13 20:33:53,7.066s,PASSED
"response = sendRequest(findTestObject(""UserAPI/vimeoComment""))",Chrome 94.0.4606.81,,,2021-10-13 20:33:48,2021-10-13 20:33:53,4.871s,PASSED
body = response.getResponseBodyContent(),Chrome 94.0.4606.81,,,2021-10-13 20:33:53,2021-10-13 20:33:53,0.027s,PASSED
println(body),Chrome 94.0.4606.81,,,2021-10-13 20:33:53,2021-10-13 20:33:53,0.005s,PASSED
parser = new groovy.json.JsonSlurper(),Chrome 94.0.4606.81,,,2021-10-13 20:33:53,2021-10-13 20:33:53,0.025s,PASSED
responseAfterParsing = parser.parseText(body),Chrome 94.0.4606.81,,,2021-10-13 20:33:53,2021-10-13 20:33:53,0.024s,PASSED
link = link,Chrome 94.0.4606.81,,,2021-10-13 20:33:53,2021-10-13 20:33:53,0.026s,PASSED
"values = link.split(""#"")",Chrome 94.0.4606.81,,,2021-10-13 20:33:53,2021-10-13 20:33:53,0.004s,PASSED
comment_id = values[1],Chrome 94.0.4606.81,,,2021-10-13 20:33:53,2021-10-13 20:33:53,0.009s,PASSED
println(comment_id),Chrome 94.0.4606.81,,,2021-10-13 20:33:53,2021-10-13 20:33:53,0.000s,PASSED
comment_text = text,Chrome 94.0.4606.81,,,2021-10-13 20:33:53,2021-10-13 20:33:53,0.000s,PASSED
"verifyResponseStatusCode(response, 201)",Chrome 94.0.4606.81,,,2021-10-13 20:33:53,2021-10-13 20:33:53,0.034s,PASSED
,,,,,,,
Test Cases/commentCheck/commentVerify,Chrome 94.0.4606.81,,,2021-10-13 20:33:53,2021-10-13 20:34:00,7.210s,FAILED
"openBrowser("""")",Chrome 94.0.4606.81,,,2021-10-13 20:33:54,2021-10-13 20:33:57,3.011s,PASSED
"navigateToUrl(""https://vimeo.com/"")",Chrome 94.0.4606.81,,,2021-10-13 20:33:57,2021-10-13 20:33:58,0.961s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/a_Log in""))",Chrome 94.0.4606.81,,,2021-10-13 20:33:58,2021-10-13 20:33:59,0.374s,FAILED
,,,,,,,
Test Cases/LikesViews/LikeViews,Chrome 94.0.4606.81,,,2021-10-13 20:34:00,2021-10-13 20:34:07,7.184s,PASSED
"navigateToUrl(""https://vimeo.com/"" + video_id2)",Chrome 94.0.4606.81,,,2021-10-13 20:34:01,2021-10-13 20:34:04,2.067s,PASSED
"focus(findTestObject(""pageTitleObject/pageTitleCapture/div_Menu                                   _11ec99""))",Chrome 94.0.4606.81,,,2021-10-13 20:34:04,2021-10-13 20:34:05,1.213s,PASSED
"likes = getText(findTestObject(""Object Repository/objectLikesViews/Page_YONA on Vimeo/span_3,530""))",Chrome 94.0.4606.81,,,2021-10-13 20:34:05,2021-10-13 20:34:06,1.260s,PASSED
"views = getText(findTestObject(""Object Repository/objectLikesViews/Page_YONA on Vimeo/span_202K""))",Chrome 94.0.4606.81,,,2021-10-13 20:34:06,2021-10-13 20:34:07,0.497s,PASSED
likes_number = likes,Chrome 94.0.4606.81,,,2021-10-13 20:34:07,2021-10-13 20:34:07,0.001s,PASSED
views_num = views,Chrome 94.0.4606.81,,,2021-10-13 20:34:07,2021-10-13 20:34:07,0.000s,PASSED
println(likes_number),Chrome 94.0.4606.81,,,2021-10-13 20:34:07,2021-10-13 20:34:07,0.002s,PASSED
println(views_num),Chrome 94.0.4606.81,,,2021-10-13 20:34:07,2021-10-13 20:34:07,0.001s,PASSED
closeBrowser(),Chrome 94.0.4606.81,,,2021-10-13 20:34:07,2021-10-13 20:34:07,0.720s,PASSED
