Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VimeoQA,Chrome 94.0.4606.81,,,2021-10-13 18:08:23,2021-10-13 18:09:31,1m - 8.108s,FAILED
,,,,,,,
Test Cases/User/UserActions,Chrome 94.0.4606.81,,,2021-10-13 18:08:24,2021-10-13 18:08:31,7.267s,PASSED
"response = sendRequest(findTestObject(""User/vimeoComment""))",Chrome 94.0.4606.81,,,2021-10-13 18:08:26,2021-10-13 18:08:31,4.996s,PASSED
body = response.getResponseBodyContent(),Chrome 94.0.4606.81,,,2021-10-13 18:08:31,2021-10-13 18:08:31,0.025s,PASSED
println(body),Chrome 94.0.4606.81,,,2021-10-13 18:08:31,2021-10-13 18:08:31,0.008s,PASSED
parser = new groovy.json.JsonSlurper(),Chrome 94.0.4606.81,,,2021-10-13 18:08:31,2021-10-13 18:08:31,0.025s,PASSED
responseAfterParsing = parser.parseText(body),Chrome 94.0.4606.81,,,2021-10-13 18:08:31,2021-10-13 18:08:31,0.025s,PASSED
link = link,Chrome 94.0.4606.81,,,2021-10-13 18:08:31,2021-10-13 18:08:31,0.027s,PASSED
"values = link.split(""#"")",Chrome 94.0.4606.81,,,2021-10-13 18:08:31,2021-10-13 18:08:31,0.004s,PASSED
comment_id = values[1],Chrome 94.0.4606.81,,,2021-10-13 18:08:31,2021-10-13 18:08:31,0.009s,PASSED
println(comment_id),Chrome 94.0.4606.81,,,2021-10-13 18:08:31,2021-10-13 18:08:31,0.001s,PASSED
comment_text = text,Chrome 94.0.4606.81,,,2021-10-13 18:08:31,2021-10-13 18:08:31,0.001s,PASSED
"verifyResponseStatusCode(response, 201)",Chrome 94.0.4606.81,,,2021-10-13 18:08:31,2021-10-13 18:08:31,0.034s,PASSED
,,,,,,,
Test Cases/commentCheck/commentVerify,Chrome 94.0.4606.81,,,2021-10-13 18:08:31,2021-10-13 18:09:31,1m - 0.119s,FAILED
"openBrowser("""")",Chrome 94.0.4606.81,,,2021-10-13 18:08:33,2021-10-13 18:08:36,3.085s,PASSED
"navigateToUrl(""https://vimeo.com/"")",Chrome 94.0.4606.81,,,2021-10-13 18:08:36,2021-10-13 18:08:37,1.052s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/a_Log in""))",Chrome 94.0.4606.81,,,2021-10-13 18:08:37,2021-10-13 18:08:39,2.481s,PASSED
"setText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_email""), ""ronyland@post.bgu.ac.il"")",Chrome 94.0.4606.81,,,2021-10-13 18:08:39,2021-10-13 18:08:41,1.133s,PASSED
"setEncryptedText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_password""), ""3JtwHyzuAJdJUxaSbWvCLQ=="")",Chrome 94.0.4606.81,,,2021-10-13 18:08:41,2021-10-13 18:08:41,0.700s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_A security code has been sent to your_7a5454""))",Chrome 94.0.4606.81,,,2021-10-13 18:08:41,2021-10-13 18:08:42,0.586s,PASSED
"navigateToUrl(""https://vimeo.com/"" + video_id)",Chrome 94.0.4606.81,,,2021-10-13 18:08:42,2021-10-13 18:08:44,1.828s,PASSED
"focus(findTestObject(""check3/pageTitleCapture/div_Menu                                   _11ec99""))",Chrome 94.0.4606.81,,,2021-10-13 18:08:44,2021-10-13 18:08:45,1.486s,PASSED
"scrollToPosition(9999999, 9999999)",Chrome 94.0.4606.81,,,2021-10-13 18:08:45,2021-10-13 18:08:45,0.051s,PASSED
delay(10),Chrome 94.0.4606.81,,,2021-10-13 18:08:45,2021-10-13 18:08:55,10.099s,PASSED
"comment = getText(findTestObject(""dynamicComment"", [""comment_id"":comment_id]))",Chrome 94.0.4606.81,,,2021-10-13 18:08:55,2021-10-13 18:09:30,34.482s,FAILED
