Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VimeoQA,Chrome 94.0.4606.81,,,2021-10-13 21:25:30,2021-10-13 21:26:17,46.965s,PASSED
,,,,,,,
Test Cases/User/UserActions,Chrome 94.0.4606.81,,,2021-10-13 21:25:31,2021-10-13 21:25:38,7.040s,PASSED
"response = sendRequest(findTestObject(""UserAPI/vimeoComment""))",Chrome 94.0.4606.81,,,2021-10-13 21:25:33,2021-10-13 21:25:38,4.913s,PASSED
"verifyResponseStatusCode(response, 201)",Chrome 94.0.4606.81,,,2021-10-13 21:25:38,2021-10-13 21:25:38,0.034s,PASSED
body = response.getResponseBodyContent(),Chrome 94.0.4606.81,,,2021-10-13 21:25:38,2021-10-13 21:25:38,0.025s,PASSED
println(body),Chrome 94.0.4606.81,,,2021-10-13 21:25:38,2021-10-13 21:25:38,0.005s,PASSED
parser = new groovy.json.JsonSlurper(),Chrome 94.0.4606.81,,,2021-10-13 21:25:38,2021-10-13 21:25:38,0.025s,PASSED
responseAfterParsing = parser.parseText(body),Chrome 94.0.4606.81,,,2021-10-13 21:25:38,2021-10-13 21:25:38,0.024s,PASSED
link = link,Chrome 94.0.4606.81,,,2021-10-13 21:25:38,2021-10-13 21:25:38,0.027s,PASSED
"values = link.split(""#"")",Chrome 94.0.4606.81,,,2021-10-13 21:25:38,2021-10-13 21:25:38,0.005s,PASSED
comment_id = values[1],Chrome 94.0.4606.81,,,2021-10-13 21:25:38,2021-10-13 21:25:38,0.010s,PASSED
comment_text = text,Chrome 94.0.4606.81,,,2021-10-13 21:25:38,2021-10-13 21:25:38,0.001s,PASSED
,,,,,,,
Test Cases/commentCheck/commentVerify,Chrome 94.0.4606.81,,,2021-10-13 21:25:38,2021-10-13 21:26:06,27.702s,PASSED
"openBrowser("""")",Chrome 94.0.4606.81,,,2021-10-13 21:25:39,2021-10-13 21:25:42,3.015s,PASSED
"navigateToUrl(""https://vimeo.com/"")",Chrome 94.0.4606.81,,,2021-10-13 21:25:42,2021-10-13 21:25:44,1.043s,PASSED
"verifyElementPresent(findTestObject(""Random Captures/Page_Vimeo  The worlds only all-in-one video solution/h1_Unlock thepower of video""), 2)",Chrome 94.0.4606.81,,,2021-10-13 21:25:44,2021-10-13 21:25:46,2.677s,PASSED
"click(findTestObject(""Object Repository/log in objects/Page_Vimeo  The worlds only all-in-one vide_2822c6/a_Log in""))",Chrome 94.0.4606.81,,,2021-10-13 21:25:46,2021-10-13 21:25:47,0.611s,PASSED
"verifyElementPresent(findTestObject(""Random Captures/Page_Vimeo  The worlds only all-in-one video solution/span_Log in to Vimeo""), 2)",Chrome 94.0.4606.81,,,2021-10-13 21:25:47,2021-10-13 21:25:48,0.716s,PASSED
