Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VimeoQA,Chrome 94.0.4606.81,,,2021-10-13 17:47:10,2021-10-13 17:47:50,40.515s,PASSED
,,,,,,,
Test Cases/User/UserActions,Chrome 94.0.4606.81,,,2021-10-13 17:47:10,2021-10-13 17:47:18,7.584s,PASSED
"response = sendRequest(findTestObject(""User/vimeoComment""))",Chrome 94.0.4606.81,,,2021-10-13 17:47:12,2021-10-13 17:47:18,5.345s,PASSED
body = response.getResponseBodyContent(),Chrome 94.0.4606.81,,,2021-10-13 17:47:18,2021-10-13 17:47:18,0.028s,PASSED
println(body),Chrome 94.0.4606.81,,,2021-10-13 17:47:18,2021-10-13 17:47:18,0.007s,PASSED
parser = new groovy.json.JsonSlurper(),Chrome 94.0.4606.81,,,2021-10-13 17:47:18,2021-10-13 17:47:18,0.025s,PASSED
responseAfterParsing = parser.parseText(body),Chrome 94.0.4606.81,,,2021-10-13 17:47:18,2021-10-13 17:47:18,0.025s,PASSED
link = link,Chrome 94.0.4606.81,,,2021-10-13 17:47:18,2021-10-13 17:47:18,0.028s,PASSED
"values = link.split(""#"")",Chrome 94.0.4606.81,,,2021-10-13 17:47:18,2021-10-13 17:47:18,0.004s,PASSED
comment_id = values[1],Chrome 94.0.4606.81,,,2021-10-13 17:47:18,2021-10-13 17:47:18,0.009s,PASSED
println(comment_id),Chrome 94.0.4606.81,,,2021-10-13 17:47:18,2021-10-13 17:47:18,0.001s,PASSED
comment_text = text,Chrome 94.0.4606.81,,,2021-10-13 17:47:18,2021-10-13 17:47:18,0.001s,PASSED
"verifyResponseStatusCode(response, 201)",Chrome 94.0.4606.81,,,2021-10-13 17:47:18,2021-10-13 17:47:18,0.039s,PASSED
,,,,,,,
Test Cases/commentCheck/commentVerify,Chrome 94.0.4606.81,,,2021-10-13 17:47:18,2021-10-13 17:47:50,32.207s,PASSED
"openBrowser("""")",Chrome 94.0.4606.81,,,2021-10-13 17:47:20,2021-10-13 17:47:23,3.009s,PASSED
"navigateToUrl(""https://vimeo.com/"")",Chrome 94.0.4606.81,,,2021-10-13 17:47:23,2021-10-13 17:47:24,1.034s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/a_Log in""))",Chrome 94.0.4606.81,,,2021-10-13 17:47:24,2021-10-13 17:47:25,1.166s,PASSED
"setText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_email""), ""ronyland@post.bgu.ac.il"")",Chrome 94.0.4606.81,,,2021-10-13 17:47:25,2021-10-13 17:47:27,2.440s,PASSED
"setEncryptedText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_password""), ""3JtwHyzuAJdJUxaSbWvCLQ=="")",Chrome 94.0.4606.81,,,2021-10-13 17:47:27,2021-10-13 17:47:28,0.682s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_A security code has been sent to your_7a5454""))",Chrome 94.0.4606.81,,,2021-10-13 17:47:28,2021-10-13 17:47:28,0.572s,PASSED
"navigateToUrl(""https://vimeo.com/"" + video_id)",Chrome 94.0.4606.81,,,2021-10-13 17:47:28,2021-10-13 17:47:34,5.382s,PASSED
"focus(findTestObject(""check3/pageTitleCapture/div_Menu                                   _11ec99""))",Chrome 94.0.4606.81,,,2021-10-13 17:47:34,2021-10-13 17:47:39,4.726s,PASSED
"scrollToPosition(9999999, 9999999)",Chrome 94.0.4606.81,,,2021-10-13 17:47:39,2021-10-13 17:47:39,0.075s,PASSED
delay(10),Chrome 94.0.4606.81,,,2021-10-13 17:47:39,2021-10-13 17:47:49,10.100s,PASSED
"comment = getText(findTestObject(""dynamicComment"", [""comment_id"":comment_id]))",Chrome 94.0.4606.81,,,2021-10-13 17:47:49,2021-10-13 17:47:50,0.732s,PASSED
"section_comments2 = getText(findTestObject(""catching1/Page_Explore on Vimeo/section_2 Comments 6 years agoReplyEli Cohen2 hours agonice videoReplyAdd a new comment""))",Chrome 94.0.4606.81,,,2021-10-13 17:47:50,2021-10-13 17:47:50,0.664s,PASSED
"comment_text = comment.split(""
"")[1]",Chrome 94.0.4606.81,,,2021-10-13 17:47:50,2021-10-13 17:47:50,0.000s,PASSED
println(comment_text),Chrome 94.0.4606.81,,,2021-10-13 17:47:50,2021-10-13 17:47:50,0.002s,PASSED
"verifyMatch(comment_text, comment_text, false)",Chrome 94.0.4606.81,,,2021-10-13 17:47:50,2021-10-13 17:47:50,0.036s,PASSED
