Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VimeoQA,Chrome 94.0.4606.81,,,2021-10-13 16:45:13,2021-10-13 16:46:23,1m - 9.531s,FAILED
,,,,,,,
Test Cases/User/UserActions,Chrome 94.0.4606.81,,,2021-10-13 16:45:14,2021-10-13 16:45:22,7.360s,PASSED
"response = sendRequest(findTestObject(""User/vimeoComment""))",Chrome 94.0.4606.81,,,2021-10-13 16:45:16,2021-10-13 16:45:21,5.046s,PASSED
body = response.getResponseBodyContent(),Chrome 94.0.4606.81,,,2021-10-13 16:45:21,2021-10-13 16:45:21,0.028s,PASSED
println(body),Chrome 94.0.4606.81,,,2021-10-13 16:45:21,2021-10-13 16:45:21,0.006s,PASSED
parser = new groovy.json.JsonSlurper(),Chrome 94.0.4606.81,,,2021-10-13 16:45:21,2021-10-13 16:45:21,0.025s,PASSED
responseAfterParsing = parser.parseText(body),Chrome 94.0.4606.81,,,2021-10-13 16:45:21,2021-10-13 16:45:21,0.025s,PASSED
link = link,Chrome 94.0.4606.81,,,2021-10-13 16:45:21,2021-10-13 16:45:22,0.026s,PASSED
"values = link.split(""#"")",Chrome 94.0.4606.81,,,2021-10-13 16:45:22,2021-10-13 16:45:22,0.005s,PASSED
comment_id = values[1],Chrome 94.0.4606.81,,,2021-10-13 16:45:22,2021-10-13 16:45:22,0.009s,PASSED
println(comment_id),Chrome 94.0.4606.81,,,2021-10-13 16:45:22,2021-10-13 16:45:22,0.001s,PASSED
comment_text = text,Chrome 94.0.4606.81,,,2021-10-13 16:45:22,2021-10-13 16:45:22,0.001s,PASSED
"verifyResponseStatusCode(response, 201)",Chrome 94.0.4606.81,,,2021-10-13 16:45:22,2021-10-13 16:45:22,0.036s,PASSED
,,,,,,,
Test Cases/commentCheck/commentVerify,Chrome 94.0.4606.81,,,2021-10-13 16:45:22,2021-10-13 16:46:11,48.971s,FAILED
"openBrowser("""")",Chrome 94.0.4606.81,,,2021-10-13 16:45:23,2021-10-13 16:45:26,3.039s,PASSED
"navigateToUrl(""https://vimeo.com/"")",Chrome 94.0.4606.81,,,2021-10-13 16:45:26,2021-10-13 16:45:27,0.957s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/a_Log in""))",Chrome 94.0.4606.81,,,2021-10-13 16:45:27,2021-10-13 16:45:30,2.556s,PASSED
"setText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_email""), ""ronyland@post.bgu.ac.il"")",Chrome 94.0.4606.81,,,2021-10-13 16:45:30,2021-10-13 16:45:31,1.209s,PASSED
"setEncryptedText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_password""), ""3JtwHyzuAJdJUxaSbWvCLQ=="")",Chrome 94.0.4606.81,,,2021-10-13 16:45:31,2021-10-13 16:45:32,0.685s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_A security code has been sent to your_7a5454""))",Chrome 94.0.4606.81,,,2021-10-13 16:45:32,2021-10-13 16:45:32,0.538s,PASSED
"navigateToUrl(""https://vimeo.com/"" + video_id)",Chrome 94.0.4606.81,,,2021-10-13 16:45:32,2021-10-13 16:45:34,1.912s,PASSED
"scrollToPosition(9999999, 9999999)",Chrome 94.0.4606.81,,,2021-10-13 16:45:34,2021-10-13 16:45:34,0.002s,NOT_RUN
"focus(findTestObject(""check3/pageTitleCapture/div_Menu                                   _11ec99""))",Chrome 94.0.4606.81,,,2021-10-13 16:45:34,2021-10-13 16:45:35,0.785s,PASSED
"comment = getText(findTestObject(""dynamicComment"", [""comment_id"":comment_id]))",Chrome 94.0.4606.81,,,2021-10-13 16:45:35,2021-10-13 16:46:11,35.784s,FAILED
,,,,,,,
Test Cases/LikesViews/LikeViews,Chrome 94.0.4606.81,,,2021-10-13 16:46:11,2021-10-13 16:46:23,12.447s,PASSED
"navigateToUrl(""https://vimeo.com/"" + video_id2)",Chrome 94.0.4606.81,,,2021-10-13 16:46:12,2021-10-13 16:46:20,8.276s,PASSED
"focus(findTestObject(""check3/pageTitleCapture/div_Menu                                   _11ec99""))",Chrome 94.0.4606.81,,,2021-10-13 16:46:20,2021-10-13 16:46:21,0.810s,PASSED
"temp = getText(findTestObject(""Object Repository/objectLikesViews/Page_YONA on Vimeo/span_3,530""))",Chrome 94.0.4606.81,,,2021-10-13 16:46:21,2021-10-13 16:46:22,0.576s,PASSED
"temp1 = getText(findTestObject(""Object Repository/objectLikesViews/Page_YONA on Vimeo/span_202K""))",Chrome 94.0.4606.81,,,2021-10-13 16:46:22,2021-10-13 16:46:22,0.514s,PASSED
likes_number = temp,Chrome 94.0.4606.81,,,2021-10-13 16:46:22,2021-10-13 16:46:22,0.001s,PASSED
views_num = temp1,Chrome 94.0.4606.81,,,2021-10-13 16:46:22,2021-10-13 16:46:22,0.001s,PASSED
println(likes_number),Chrome 94.0.4606.81,,,2021-10-13 16:46:22,2021-10-13 16:46:22,0.005s,PASSED
println(views_num),Chrome 94.0.4606.81,,,2021-10-13 16:46:22,2021-10-13 16:46:22,0.001s,PASSED
closeBrowser(),Chrome 94.0.4606.81,,,2021-10-13 16:46:22,2021-10-13 16:46:23,0.770s,PASSED
