Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VimeoQA,Chrome 94.0.4606.81,,,2021-10-13 17:28:47,2021-10-13 17:29:57,1m - 10.129s,FAILED
,,,,,,,
Test Cases/User/UserActions,Chrome 94.0.4606.81,,,2021-10-13 17:28:48,2021-10-13 17:28:55,7.256s,PASSED
"response = sendRequest(findTestObject(""User/vimeoComment""))",Chrome 94.0.4606.81,,,2021-10-13 17:28:50,2021-10-13 17:28:55,4.976s,PASSED
body = response.getResponseBodyContent(),Chrome 94.0.4606.81,,,2021-10-13 17:28:55,2021-10-13 17:28:55,0.026s,PASSED
println(body),Chrome 94.0.4606.81,,,2021-10-13 17:28:55,2021-10-13 17:28:55,0.006s,PASSED
parser = new groovy.json.JsonSlurper(),Chrome 94.0.4606.81,,,2021-10-13 17:28:55,2021-10-13 17:28:55,0.025s,PASSED
responseAfterParsing = parser.parseText(body),Chrome 94.0.4606.81,,,2021-10-13 17:28:55,2021-10-13 17:28:55,0.024s,PASSED
link = link,Chrome 94.0.4606.81,,,2021-10-13 17:28:55,2021-10-13 17:28:55,0.028s,PASSED
"values = link.split(""#"")",Chrome 94.0.4606.81,,,2021-10-13 17:28:55,2021-10-13 17:28:55,0.006s,PASSED
comment_id = values[1],Chrome 94.0.4606.81,,,2021-10-13 17:28:55,2021-10-13 17:28:55,0.012s,PASSED
println(comment_id),Chrome 94.0.4606.81,,,2021-10-13 17:28:55,2021-10-13 17:28:55,0.001s,PASSED
comment_text = text,Chrome 94.0.4606.81,,,2021-10-13 17:28:55,2021-10-13 17:28:55,0.001s,PASSED
"verifyResponseStatusCode(response, 201)",Chrome 94.0.4606.81,,,2021-10-13 17:28:55,2021-10-13 17:28:55,0.039s,PASSED
,,,,,,,
Test Cases/commentCheck/commentVerify,Chrome 94.0.4606.81,,,2021-10-13 17:28:55,2021-10-13 17:29:57,1m - 2.081s,FAILED
"openBrowser("""")",Chrome 94.0.4606.81,,,2021-10-13 17:28:56,2021-10-13 17:28:59,3.014s,PASSED
"navigateToUrl(""https://vimeo.com/"")",Chrome 94.0.4606.81,,,2021-10-13 17:28:59,2021-10-13 17:29:00,1.044s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/a_Log in""))",Chrome 94.0.4606.81,,,2021-10-13 17:29:00,2021-10-13 17:29:01,0.981s,PASSED
"setText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_email""), ""ronyland@post.bgu.ac.il"")",Chrome 94.0.4606.81,,,2021-10-13 17:29:01,2021-10-13 17:29:03,1.897s,PASSED
"setEncryptedText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_password""), ""3JtwHyzuAJdJUxaSbWvCLQ=="")",Chrome 94.0.4606.81,,,2021-10-13 17:29:03,2021-10-13 17:29:04,0.641s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_A security code has been sent to your_7a5454""))",Chrome 94.0.4606.81,,,2021-10-13 17:29:04,2021-10-13 17:29:05,0.632s,PASSED
"navigateToUrl(""https://vimeo.com/"" + video_id)",Chrome 94.0.4606.81,,,2021-10-13 17:29:05,2021-10-13 17:29:08,3.770s,PASSED
"scrollToPosition(9999999, 9999999)",Chrome 94.0.4606.81,,,2021-10-13 17:29:08,2021-10-13 17:29:08,0.002s,NOT_RUN
"focus(findTestObject(""check3/pageTitleCapture/div_Menu                                   _11ec99""))",Chrome 94.0.4606.81,,,2021-10-13 17:29:08,2021-10-13 17:29:12,3.607s,PASSED
delay(10),Chrome 94.0.4606.81,,,2021-10-13 17:29:12,2021-10-13 17:29:22,10.110s,PASSED
"comment = getText(findTestObject(""dynamicComment"", [""comment_id"":comment_id]))",Chrome 94.0.4606.81,,,2021-10-13 17:29:22,2021-10-13 17:29:57,34.889s,FAILED
