Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VimeoQA,Chrome 94.0.4606.81,,,2021-10-13 15:46:09,2021-10-13 15:46:29,20.533s,PASSED
,,,,,,,
Test Cases/User/UserActions,Chrome 94.0.4606.81,,,2021-10-13 15:46:09,2021-10-13 15:46:16,7.267s,PASSED
"response = sendRequest(findTestObject(""User/vimeoComment""))",Chrome 94.0.4606.81,,,2021-10-13 15:46:11,2021-10-13 15:46:16,4.833s,PASSED
body = response.getResponseBodyContent(),Chrome 94.0.4606.81,,,2021-10-13 15:46:16,2021-10-13 15:46:16,0.026s,PASSED
println(body),Chrome 94.0.4606.81,,,2021-10-13 15:46:16,2021-10-13 15:46:16,0.006s,PASSED
parser = new groovy.json.JsonSlurper(),Chrome 94.0.4606.81,,,2021-10-13 15:46:16,2021-10-13 15:46:16,0.024s,PASSED
responseAfterParsing = parser.parseText(body),Chrome 94.0.4606.81,,,2021-10-13 15:46:16,2021-10-13 15:46:16,0.024s,PASSED
link = link,Chrome 94.0.4606.81,,,2021-10-13 15:46:16,2021-10-13 15:46:16,0.029s,PASSED
"values = link.split(""#"")",Chrome 94.0.4606.81,,,2021-10-13 15:46:16,2021-10-13 15:46:16,0.004s,PASSED
comment_id = values[1],Chrome 94.0.4606.81,,,2021-10-13 15:46:16,2021-10-13 15:46:16,0.009s,PASSED
println(comment_id),Chrome 94.0.4606.81,,,2021-10-13 15:46:16,2021-10-13 15:46:16,0.000s,PASSED
comment_text = text,Chrome 94.0.4606.81,,,2021-10-13 15:46:16,2021-10-13 15:46:16,0.000s,PASSED
"verifyResponseStatusCode(response, 201)",Chrome 94.0.4606.81,,,2021-10-13 15:46:16,2021-10-13 15:46:16,0.035s,PASSED
,,,,,,,
Test Cases/commentCheck/commentVerify,Chrome 94.0.4606.81,,,2021-10-13 15:46:16,2021-10-13 15:46:29,12.547s,PASSED
"openBrowser("""")",Chrome 94.0.4606.81,,,2021-10-13 15:46:18,2021-10-13 15:46:21,3.003s,PASSED
"navigateToUrl(""https://vimeo.com/"")",Chrome 94.0.4606.81,,,2021-10-13 15:46:21,2021-10-13 15:46:22,1.053s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/a_Log in""))",Chrome 94.0.4606.81,,,2021-10-13 15:46:22,2021-10-13 15:46:22,0.002s,NOT_RUN
"setText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_email""), ""ronyland@post.bgu.ac.il"")",Chrome 94.0.4606.81,,,2021-10-13 15:46:22,2021-10-13 15:46:22,0.002s,NOT_RUN
"setEncryptedText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_password""), ""3JtwHyzuAJdJUxaSbWvCLQ=="")",Chrome 94.0.4606.81,,,2021-10-13 15:46:22,2021-10-13 15:46:22,0.002s,NOT_RUN
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_A security code has been sent to your_7a5454""))",Chrome 94.0.4606.81,,,2021-10-13 15:46:22,2021-10-13 15:46:22,0.001s,NOT_RUN
"navigateToUrl(""https://vimeo.com/"" + video_id)",Chrome 94.0.4606.81,,,2021-10-13 15:46:22,2021-10-13 15:46:26,3.674s,PASSED
"scrollToPosition(9999999, 9999999)",Chrome 94.0.4606.81,,,2021-10-13 15:46:26,2021-10-13 15:46:26,0.001s,NOT_RUN
"focus(findTestObject(""check3/Page_Soccer Moves - Soccer Kicking - Soccer_d22ea9/div_Menu                                   _11ec99""))",Chrome 94.0.4606.81,,,2021-10-13 15:46:26,2021-10-13 15:46:27,0.936s,PASSED
"comment = getText(findTestObject(""dynamicComment"", [""comment_id"":comment_id]))",Chrome 94.0.4606.81,,,2021-10-13 15:46:27,2021-10-13 15:46:28,0.988s,PASSED
"section_comments2 = getText(findTestObject(""catching1/Page_Explore on Vimeo/section_2 Comments 6 years agoReplyEli Cohen2 hours agonice videoReplyAdd a new comment""))",Chrome 94.0.4606.81,,,2021-10-13 15:46:28,2021-10-13 15:46:28,0.681s,PASSED
"comment_text = comment.split(""
"")[1]",Chrome 94.0.4606.81,,,2021-10-13 15:46:28,2021-10-13 15:46:28,0.000s,PASSED
println(comment_text),Chrome 94.0.4606.81,,,2021-10-13 15:46:28,2021-10-13 15:46:28,0.002s,PASSED
"verifyMatch(comment_text, comment_text, false)",Chrome 94.0.4606.81,,,2021-10-13 15:46:28,2021-10-13 15:46:28,0.069s,PASSED
closeBrowser(),Chrome 94.0.4606.81,,,2021-10-13 15:46:28,2021-10-13 15:46:29,0.702s,PASSED
