Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VimeoQA,Chrome 94.0.4606.81,,,2021-10-13 17:42:13,2021-10-13 17:43:29,1m - 15.919s,FAILED
,,,,,,,
Test Cases/User/UserActions,Chrome 94.0.4606.81,,,2021-10-13 17:42:13,2021-10-13 17:42:21,7.552s,PASSED
"response = sendRequest(findTestObject(""User/vimeoComment""))",Chrome 94.0.4606.81,,,2021-10-13 17:42:16,2021-10-13 17:42:21,5.058s,PASSED
body = response.getResponseBodyContent(),Chrome 94.0.4606.81,,,2021-10-13 17:42:21,2021-10-13 17:42:21,0.026s,PASSED
println(body),Chrome 94.0.4606.81,,,2021-10-13 17:42:21,2021-10-13 17:42:21,0.006s,PASSED
parser = new groovy.json.JsonSlurper(),Chrome 94.0.4606.81,,,2021-10-13 17:42:21,2021-10-13 17:42:21,0.027s,PASSED
responseAfterParsing = parser.parseText(body),Chrome 94.0.4606.81,,,2021-10-13 17:42:21,2021-10-13 17:42:21,0.026s,PASSED
link = link,Chrome 94.0.4606.81,,,2021-10-13 17:42:21,2021-10-13 17:42:21,0.029s,PASSED
"values = link.split(""#"")",Chrome 94.0.4606.81,,,2021-10-13 17:42:21,2021-10-13 17:42:21,0.006s,PASSED
comment_id = values[1],Chrome 94.0.4606.81,,,2021-10-13 17:42:21,2021-10-13 17:42:21,0.011s,PASSED
println(comment_id),Chrome 94.0.4606.81,,,2021-10-13 17:42:21,2021-10-13 17:42:21,0.000s,PASSED
comment_text = text,Chrome 94.0.4606.81,,,2021-10-13 17:42:21,2021-10-13 17:42:21,0.000s,PASSED
"verifyResponseStatusCode(response, 201)",Chrome 94.0.4606.81,,,2021-10-13 17:42:21,2021-10-13 17:42:21,0.040s,PASSED
,,,,,,,
Test Cases/commentCheck/commentVerify,Chrome 94.0.4606.81,,,2021-10-13 17:42:21,2021-10-13 17:43:29,1m - 7.645s,FAILED
"openBrowser("""")",Chrome 94.0.4606.81,,,2021-10-13 17:42:23,2021-10-13 17:42:26,3.084s,PASSED
"navigateToUrl(""https://vimeo.com/"")",Chrome 94.0.4606.81,,,2021-10-13 17:42:26,2021-10-13 17:42:27,1.038s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/a_Log in""))",Chrome 94.0.4606.81,,,2021-10-13 17:42:27,2021-10-13 17:42:28,0.925s,PASSED
"setText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_email""), ""ronyland@post.bgu.ac.il"")",Chrome 94.0.4606.81,,,2021-10-13 17:42:28,2021-10-13 17:42:31,3.248s,PASSED
"setEncryptedText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_password""), ""3JtwHyzuAJdJUxaSbWvCLQ=="")",Chrome 94.0.4606.81,,,2021-10-13 17:42:31,2021-10-13 17:42:32,0.736s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_A security code has been sent to your_7a5454""))",Chrome 94.0.4606.81,,,2021-10-13 17:42:32,2021-10-13 17:42:32,0.640s,PASSED
"navigateToUrl(""https://vimeo.com/"" + video_id)",Chrome 94.0.4606.81,,,2021-10-13 17:42:32,2021-10-13 17:42:41,8.588s,PASSED
"scrollToPosition(9999999, 9999999)",Chrome 94.0.4606.81,,,2021-10-13 17:42:41,2021-10-13 17:42:41,0.002s,NOT_RUN
"focus(findTestObject(""check3/pageTitleCapture/div_Menu                                   _11ec99""))",Chrome 94.0.4606.81,,,2021-10-13 17:42:41,2021-10-13 17:42:43,1.643s,PASSED
delay(10),Chrome 94.0.4606.81,,,2021-10-13 17:42:43,2021-10-13 17:42:53,10.112s,PASSED
"comment = getText(findTestObject(""dynamicComment"", [""comment_id"":comment_id]))",Chrome 94.0.4606.81,,,2021-10-13 17:42:53,2021-10-13 17:43:27,34.694s,FAILED
