Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VimeoQA,Chrome 94.0.4606.81,,,2021-10-13 14:34:36,2021-10-13 14:35:28,52.146s,FAILED
,,,,,,,
Test Cases/User/UserActions,Chrome 94.0.4606.81,,,2021-10-13 14:34:37,2021-10-13 14:34:44,7.099s,PASSED
"response = sendRequest(findTestObject(""User/vimeoComment""))",Chrome 94.0.4606.81,,,2021-10-13 14:34:39,2021-10-13 14:34:44,4.796s,PASSED
body = response.getResponseBodyContent(),Chrome 94.0.4606.81,,,2021-10-13 14:34:44,2021-10-13 14:34:44,0.026s,PASSED
println(body),Chrome 94.0.4606.81,,,2021-10-13 14:34:44,2021-10-13 14:34:44,0.006s,PASSED
parser = new groovy.json.JsonSlurper(),Chrome 94.0.4606.81,,,2021-10-13 14:34:44,2021-10-13 14:34:44,0.025s,PASSED
responseAfterParsing = parser.parseText(body),Chrome 94.0.4606.81,,,2021-10-13 14:34:44,2021-10-13 14:34:44,0.025s,PASSED
link = link,Chrome 94.0.4606.81,,,2021-10-13 14:34:44,2021-10-13 14:34:44,0.026s,PASSED
"values = link.split(""#"")",Chrome 94.0.4606.81,,,2021-10-13 14:34:44,2021-10-13 14:34:44,0.004s,PASSED
comment_id = values[1],Chrome 94.0.4606.81,,,2021-10-13 14:34:44,2021-10-13 14:34:44,0.009s,PASSED
println(comment_id),Chrome 94.0.4606.81,,,2021-10-13 14:34:44,2021-10-13 14:34:44,0.001s,PASSED
comment_text = text,Chrome 94.0.4606.81,,,2021-10-13 14:34:44,2021-10-13 14:34:44,0.001s,PASSED
"verifyResponseStatusCode(response, 201)",Chrome 94.0.4606.81,,,2021-10-13 14:34:44,2021-10-13 14:34:44,0.034s,PASSED
,,,,,,,
Test Cases/commentCheck/commentVerify,Chrome 94.0.4606.81,,,2021-10-13 14:34:44,2021-10-13 14:35:28,44.341s,FAILED
"openBrowser("""")",Chrome 94.0.4606.81,,,2021-10-13 14:34:45,2021-10-13 14:34:48,3.020s,PASSED
"navigateToUrl(""https://vimeo.com/"")",Chrome 94.0.4606.81,,,2021-10-13 14:34:48,2021-10-13 14:34:49,1.005s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/a_Log in""))",Chrome 94.0.4606.81,,,2021-10-13 14:34:49,2021-10-13 14:34:49,0.002s,NOT_RUN
"setText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_email""), ""ronyland@post.bgu.ac.il"")",Chrome 94.0.4606.81,,,2021-10-13 14:34:49,2021-10-13 14:34:49,0.002s,NOT_RUN
"setEncryptedText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_password""), ""3JtwHyzuAJdJUxaSbWvCLQ=="")",Chrome 94.0.4606.81,,,2021-10-13 14:34:49,2021-10-13 14:34:49,0.001s,NOT_RUN
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_A security code has been sent to your_7a5454""))",Chrome 94.0.4606.81,,,2021-10-13 14:34:49,2021-10-13 14:34:49,0.001s,NOT_RUN
"navigateToUrl(""https://vimeo.com/"" + video_id)",Chrome 94.0.4606.81,,,2021-10-13 14:34:49,2021-10-13 14:34:53,3.226s,PASSED
"scrollToPosition(9999999, 9999999)",Chrome 94.0.4606.81,,,2021-10-13 14:34:53,2021-10-13 14:34:53,0.001s,NOT_RUN
"focus(findTestObject(""check3/Page_Soccer Moves - Soccer Kicking - Soccer_d22ea9/div_Menu                                   _11ec99""))",Chrome 94.0.4606.81,,,2021-10-13 14:34:53,2021-10-13 14:34:54,1.341s,PASSED
"comment = getText(findTestObject(""check3/only comment catch/Page_Soccer Moves - Soccer Kicking - Soccer_d22ea9/div_Eli Cohen39 minutes agonice video"", [""comment_id"":comment_id]))",Chrome 94.0.4606.81,,,2021-10-13 14:34:54,2021-10-13 14:35:27,32.880s,PASSED
"section_comments1 = getText(findTestObject(""Object Repository/recorded objects2.1/Page_FOX on Vimeo/section_5 CommentsGabriel H FermanelliPRO5 _fb57c4""))",Chrome 94.0.4606.81,,,2021-10-13 14:35:27,2021-10-13 14:35:27,0.639s,PASSED
"section_comments2 = getText(findTestObject(""catching1/Page_Explore on Vimeo/section_2 Comments 6 years agoReplyEli Cohen2 hours agonice videoReplyAdd a new comment""))",Chrome 94.0.4606.81,,,2021-10-13 14:35:27,2021-10-13 14:35:28,0.599s,PASSED
"comment_text = comment.split(""
"")[1]",Chrome 94.0.4606.81,,,2021-10-13 14:35:28,2021-10-13 14:35:28,0.001s,PASSED
println(comment_text),Chrome 94.0.4606.81,,,2021-10-13 14:35:28,2021-10-13 14:35:28,0.006s,PASSED
"verifyMatch(comment_text, comment_text, false)",Chrome 94.0.4606.81,,,2021-10-13 14:35:28,2021-10-13 14:35:28,0.123s,FAILED
