Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VimeoQA,Chrome 94.0.4606.81,,,2021-10-13 19:08:28,2021-10-13 19:09:30,1m - 1.836s,FAILED
,,,,,,,
Test Cases/User/UserActions,Chrome 94.0.4606.81,,,2021-10-13 19:08:29,2021-10-13 19:08:36,7.402s,PASSED
"response = sendRequest(findTestObject(""User/vimeoComment""))",Chrome 94.0.4606.81,,,2021-10-13 19:08:31,2021-10-13 19:08:36,5.059s,PASSED
body = response.getResponseBodyContent(),Chrome 94.0.4606.81,,,2021-10-13 19:08:36,2021-10-13 19:08:36,0.026s,PASSED
println(body),Chrome 94.0.4606.81,,,2021-10-13 19:08:36,2021-10-13 19:08:36,0.006s,PASSED
parser = new groovy.json.JsonSlurper(),Chrome 94.0.4606.81,,,2021-10-13 19:08:36,2021-10-13 19:08:36,0.024s,PASSED
responseAfterParsing = parser.parseText(body),Chrome 94.0.4606.81,,,2021-10-13 19:08:36,2021-10-13 19:08:36,0.025s,PASSED
link = link,Chrome 94.0.4606.81,,,2021-10-13 19:08:36,2021-10-13 19:08:36,0.028s,PASSED
"values = link.split(""#"")",Chrome 94.0.4606.81,,,2021-10-13 19:08:36,2021-10-13 19:08:36,0.004s,PASSED
comment_id = values[1],Chrome 94.0.4606.81,,,2021-10-13 19:08:36,2021-10-13 19:08:36,0.009s,PASSED
println(comment_id),Chrome 94.0.4606.81,,,2021-10-13 19:08:36,2021-10-13 19:08:36,0.001s,PASSED
comment_text = text,Chrome 94.0.4606.81,,,2021-10-13 19:08:36,2021-10-13 19:08:36,0.001s,PASSED
"verifyResponseStatusCode(response, 201)",Chrome 94.0.4606.81,,,2021-10-13 19:08:36,2021-10-13 19:08:36,0.033s,PASSED
,,,,,,,
Test Cases/commentCheck/commentVerify,Chrome 94.0.4606.81,,,2021-10-13 19:08:36,2021-10-13 19:09:30,53.708s,FAILED
"openBrowser("""")",Chrome 94.0.4606.81,,,2021-10-13 19:08:38,2021-10-13 19:08:41,3.121s,PASSED
"navigateToUrl(""https://vimeo.com/"")",Chrome 94.0.4606.81,,,2021-10-13 19:08:41,2021-10-13 19:08:42,1.007s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/a_Log in""))",Chrome 94.0.4606.81,,,2021-10-13 19:08:42,2021-10-13 19:08:43,0.979s,PASSED
"setText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_email""), ""ronyland@post.bgu.ac.il"")",Chrome 94.0.4606.81,,,2021-10-13 19:08:43,2021-10-13 19:08:46,2.589s,PASSED
"setEncryptedText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_password""), ""3JtwHyzuAJdJUxaSbWvCLQ=="")",Chrome 94.0.4606.81,,,2021-10-13 19:08:46,2021-10-13 19:08:46,0.655s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_A security code has been sent to your_7a5454""))",Chrome 94.0.4606.81,,,2021-10-13 19:08:46,2021-10-13 19:08:47,0.569s,PASSED
"navigateToUrl(""https://vimeo.com/"" + video_id)",Chrome 94.0.4606.81,,,2021-10-13 19:08:47,2021-10-13 19:08:49,2.153s,PASSED
"focus(findTestObject(""check3/pageTitleCapture/div_Menu                                   _11ec99""))",Chrome 94.0.4606.81,,,2021-10-13 19:08:49,2021-10-13 19:08:51,1.902s,PASSED
"comment = getText(findTestObject(""try fix bug/Page_YONA on Vimeo/Page_SEAWOLF on Vimeo/div_Eli Cohen15 seconds agonice video"", [""comment_id"":comment_id]))",Chrome 94.0.4606.81,,,2021-10-13 19:08:51,2021-10-13 19:09:29,37.712s,FAILED
