Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VimeoQA,Chrome 94.0.4606.81,,,2021-10-13 17:36:40,2021-10-13 17:37:48,1m - 7.711s,FAILED
,,,,,,,
Test Cases/User/UserActions,Chrome 94.0.4606.81,,,2021-10-13 17:36:41,2021-10-13 17:36:49,7.653s,PASSED
"response = sendRequest(findTestObject(""User/vimeoComment""))",Chrome 94.0.4606.81,,,2021-10-13 17:36:43,2021-10-13 17:36:48,5.132s,PASSED
body = response.getResponseBodyContent(),Chrome 94.0.4606.81,,,2021-10-13 17:36:48,2021-10-13 17:36:48,0.026s,PASSED
println(body),Chrome 94.0.4606.81,,,2021-10-13 17:36:48,2021-10-13 17:36:48,0.006s,PASSED
parser = new groovy.json.JsonSlurper(),Chrome 94.0.4606.81,,,2021-10-13 17:36:48,2021-10-13 17:36:49,0.025s,PASSED
responseAfterParsing = parser.parseText(body),Chrome 94.0.4606.81,,,2021-10-13 17:36:49,2021-10-13 17:36:49,0.031s,PASSED
link = link,Chrome 94.0.4606.81,,,2021-10-13 17:36:49,2021-10-13 17:36:49,0.036s,PASSED
"values = link.split(""#"")",Chrome 94.0.4606.81,,,2021-10-13 17:36:49,2021-10-13 17:36:49,0.004s,PASSED
comment_id = values[1],Chrome 94.0.4606.81,,,2021-10-13 17:36:49,2021-10-13 17:36:49,0.010s,PASSED
println(comment_id),Chrome 94.0.4606.81,,,2021-10-13 17:36:49,2021-10-13 17:36:49,0.001s,PASSED
comment_text = text,Chrome 94.0.4606.81,,,2021-10-13 17:36:49,2021-10-13 17:36:49,0.001s,PASSED
"verifyResponseStatusCode(response, 201)",Chrome 94.0.4606.81,,,2021-10-13 17:36:49,2021-10-13 17:36:49,0.036s,PASSED
,,,,,,,
Test Cases/commentCheck/commentVerify,Chrome 94.0.4606.81,,,2021-10-13 17:36:49,2021-10-13 17:37:48,59.300s,FAILED
"openBrowser("""")",Chrome 94.0.4606.81,,,2021-10-13 17:36:50,2021-10-13 17:36:53,2.979s,PASSED
"navigateToUrl(""https://vimeo.com/"")",Chrome 94.0.4606.81,,,2021-10-13 17:36:53,2021-10-13 17:36:54,1.067s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/a_Log in""))",Chrome 94.0.4606.81,,,2021-10-13 17:36:54,2021-10-13 17:36:57,2.689s,PASSED
"setText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_email""), ""ronyland@post.bgu.ac.il"")",Chrome 94.0.4606.81,,,2021-10-13 17:36:57,2021-10-13 17:36:58,1.116s,PASSED
"setEncryptedText(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_Log in to Vimeo_password""), ""3JtwHyzuAJdJUxaSbWvCLQ=="")",Chrome 94.0.4606.81,,,2021-10-13 17:36:58,2021-10-13 17:36:59,0.693s,PASSED
"click(findTestObject(""Object Repository/recorded objects2.1/Page_Vimeo  The worlds only all-in-one vide_2822c6/input_A security code has been sent to your_7a5454""))",Chrome 94.0.4606.81,,,2021-10-13 17:36:59,2021-10-13 17:36:59,0.552s,PASSED
"navigateToUrl(""https://vimeo.com/"" + video_id)",Chrome 94.0.4606.81,,,2021-10-13 17:36:59,2021-10-13 17:37:02,3.062s,PASSED
"scrollToPosition(9999999, 9999999)",Chrome 94.0.4606.81,,,2021-10-13 17:37:02,2021-10-13 17:37:02,0.001s,NOT_RUN
"focus(findTestObject(""check3/pageTitleCapture/div_Menu                                   _11ec99""))",Chrome 94.0.4606.81,,,2021-10-13 17:37:02,2021-10-13 17:37:03,0.877s,PASSED
delay(10),Chrome 94.0.4606.81,,,2021-10-13 17:37:03,2021-10-13 17:37:13,10.077s,PASSED
"comment = getText(findTestObject(""dynamicComment"", [""comment_id"":comment_id]))",Chrome 94.0.4606.81,,,2021-10-13 17:37:13,2021-10-13 17:37:48,34.660s,FAILED
